23.0012,23,23001120075,121000,1
23.0521,23,23051945189,121000,1
23.0571,23,23056980195,121000,1
23.0953,23,23095145279,152006,0
23.1154,23,23112974321,2390472,0
23.1307,23,23128335817,2390472,0
23.1609,23,23158533355,2390472,0
23.176,23,23173592857,2390472,0
23.1762,23,23176010329,184200,1
23.2068,23,23206631389,184200,1
23.2396,23,23237236455,2390472,0
23.2573,23,23254872963,2390472,0
23.29,23,23287584507,2390472,0
23.3006,23,23300425003,152006,0
23.3081,23,23305677021,2390472,0
23.3159,23,23315708511,184200,1
23.3235,23,23321074517,2390472,0
23.3388,23,23338574019,184200,1
23.3713,23,23368893085,2390472,0
23.3737,23,23371328557,2390472,0
23.3862,23,23383856053,2390472,0
23.4095,23,23409347579,184200,1
23.4475,23,23445061657,2390472,0
23.4629,23,23462671165,184200,1
23.4906,23,23490413225,184200,1
23.5595,23,23559320381,152006,0
23.5673,23,23567131405,184200,1
23.6131,23,23612892507,184200,1
23.6203,23,23617882513,2390472,0
23.631,23,23630777009,184200,1
23.6811,23,23678692111,2390472,0
23.6835,23,23681109583,2390472,0
23.691,23,23688591067,2390472,0
23.7142,23,23714064593,184200,1
23.7471,23,23744696659,2390472,0
23.7473,23,23747132131,184200,1
23.7675,23,23767332173,121000,1
23.8084,23,23808244263,121000,1
23.8159,23,23815811275,121000,1
23.9253,23,23925149527,121000,1
24.274,23,24273908343,121000,1
24.401,23,24398474631,2484812,0
24.4135,23,24411022461,2469000,1
24.4188,23,24416325467,2469000,1
24.5025,23,24500001653,2469000,1
24.673,23,24670512031,2469000,1
24.8001,23,24797601325,2496006,0
24.8077,23,24805206343,2496006,0
24.8153,23,24812811361,2469000,1
24.8178,23,24815287361,2496006,0
24.8559,23,24853454451,2469000,1
24.8664,23,24863866475,2496006,0
24.879,23,24876571505,2469000,1
24.9271,23,24924569613,2496006,0
24.94,23,24937533643,2496006,0
24.9501,23,24947661667,2469000,1
24.9959,23,24993440769,2496006,0
24.9984,23,24995972775,2469000,1
25.0442,23,25041706877,2496006,0
25.0493,23,25046761889,2496006,0
25.0518,23,25049302895,2469000,1
25.085,23,25082484967,2469000,1
25.1715,23,25169071165,2469000,1
25.1842,23,25181711189,2496006,0
25.212,23,25209491255,2469000,1
25.2296,23,25227105291,2496006,0
25.2321,23,25229646297,2496006,0
