1.13323,0,9
1.1358,0,8
1.1384,0,8
1.14099,0,8
1.14359,0,8
1.14618,0,8
1.14909,0,8
1.15169,0,8
1.15428,0,8
1.15688,0,8
1.15947,0,8
1.16207,0,8
1.16466,0,8
1.16726,0,8
1.16985,0,8
1.17245,0,8
1.17504,0,8
1.17764,0,8
1.18023,0,8
1.18283,0,8
1.18542,0,8
1.18802,0,8
1.19061,0,8
1.19352,0,8
1.19611,0,8
1.19871,0,8
1.2013,0,8
1.2039,0,8
1.20649,0,8
1.20909,0,8
1.21168,0,8
1.21428,0,8
1.21687,0,8
1.21947,0,8
1.22206,0,8
1.22466,0,8
1.22725,0,8
1.22985,0,8
1.23244,0,8
1.23504,0,8
1.23763,0,8
1.24023,0,8
1.24282,0,8
1.24542,0,8
1.24801,0,8
1.25092,0,8
1.25352,0,8
1.25611,0,8
1.25871,0,8
1.2613,0,8
1.2639,0,8
1.26649,0,8
1.26909,0,8
1.27168,0,8
1.27428,0,8
1.27687,0,8
1.27947,0,8
1.28206,0,8
1.28466,0,8
1.28725,0,8
1.28985,0,8
1.29244,0,8
1.29535,0,8
1.29794,0,8
1.30054,0,8
1.30313,0,8
1.30573,0,8
1.30832,0,8
1.31092,0,8
1.31351,0,8
1.31611,0,8
1.3187,0,8
1.3213,0,8
1.32389,0,8
1.32649,0,8
1.32908,0,8
1.33168,0,8
1.33427,0,8
1.33687,0,8
1.33946,0,8
1.34206,0,8
1.34465,0,8
1.34725,0,8
1.34984,0,8
1.35244,0,8
1.35535,0,8
1.35794,0,8
1.36054,0,8
1.36313,0,8
1.36573,0,8
1.36832,0,8
1.37092,0,8
1.37351,0,8
1.37611,0,8
1.3787,0,8
1.3813,0,8
1.38389,0,8
1.38649,0,8
1.38908,0,8
1.39168,0,8
1.39427,0,8
1.39687,0,8
1.39978,0,8
1.40237,0,8
1.40497,0,8
1.40756,0,8
1.41016,0,8
1.41275,0,8
1.41535,0,8
1.41794,0,8
1.42054,0,8
1.42313,0,8
1.42573,0,8
1.42832,0,8
1.43092,0,8
1.43351,0,8
1.43611,0,8
1.4387,0,8
