5.62337,40,5620000000,3369673
40.0026,40,40000000000,2608959
40.0155,40,40002608959,12843024
40.0536,40,40050000000,3649279
40.1049,40,40100000000,4939593
40.1532,40,40150000000,3181907
40.2041,40,40200000000,4121215
40.3007,40,40300000000,672601
40.3518,40,40350000000,1788927
40.4029,40,40400000000,2896253
40.4514,40,40450000000,1406567
40.5154,40,40500000000,15421917
40.5511,40,40550000000,1051207
40.6175,40,40600000000,17468557
40.6506,40,40650000000,592841
40.7039,40,40700000000,3899167
40.7502,40,40750000000,228481
40.8059,40,40800000000,5907795
40.8522,40,40850000000,2163103
40.9005,40,40900000000,450417
40.9519,40,40950000000,1861743
41.0027,40,41000000000,2674069
41.054,40,41050000000,4002389
41.1024,40,41100000000,2354709
41.1512,40,41150000000,1207029
41.2046,40,41200000000,4569361
41.2534,40,41250000000,3401675
41.3017,40,41300000000,1661989
41.3505,40,41350000000,523309
41.4013,40,41400000000,1297629
41.4577,40,41450000000,7671961
41.5009,40,41500000000,942269
41.5573,40,41550000000,7316601
41.6031,40,41600000000,3118915
41.6519,40,41650000000,1924229
41.7002,40,41700000000,240549
41.7541,40,41750000000,4082875
41.8049,40,41800000000,4922201
41.8538,40,41850000000,3783521
41.9197,40,41900000000,19657871
41.9508,40,41950000000,849149
42.0017,40,42000000000,1688475
42.0531,40,42050000000,3072801
42.1014,40,42100000000,1389121
42.1703,40,42150000000,20275471
42.2034,40,42200000000,3444755
42.2548,40,42250000000,4829081
42.3308,40,42300000000,30757449
42.3515,40,42350000000,1534703
42.4077,40,42400000000,7686035
42.4562,40,42450000000,6210015
42.5098,40,42500000000,9829341
42.5504,40,42550000000,441643
42.627,40,42600000000,26984159
42.6524,40,42650000000,2431425
42.7214,40,42700000000,21432769
42.752,40,42750000000,1953047
42.8085,40,42800000000,8480379
42.8541,40,42850000000,4120693
42.9031,40,42900000000,3135013
42.9538,40,42950000000,3821339
43.0103,40,43000000000,10348671
43.0509,40,43050000000,942973
43.1025,40,43100000000,2480299
43.1506,40,43150000000,643619
43.2021,40,43200000000,2135945
43.2629,40,43250000000,12903289
43.3018,40,43300000000,1753585
43.35,40,43350000000,6905
43.4015,40,43400000000,1472231
43.4572,40,43450000000,7220563
43.5011,40,43500000000,1116871
43.5569,40,43550000000,6865203
43.6007,40,43600000000,698511
43.6515,40,43650000000,1537837
43.7004,40,43700000000,390157
43.7538,40,43750000000,3779489
43.8051,40,43800000000,5116809
43.8534,40,43850000000,3424129
43.9048,40,43900000000,4799455
43.9506,40,43950000000,610769
44.0095,40,44000000000,9506101
